WTVeh_1,WTVeh_2,WTVeh_3,WTVeh_4,WTTx_1,WTTx_2,WTTx_3,WTTx_4,KOVeh_1,KOVeh_2,KOVeh_3,KOVeh_4,KOTx_1,KOTx_2,KOTx_3,KOTx_4,Peptides,Sequence coverage [%],Mol. weight [kDa],Q-value,Number Of Imputations,Protein IDs,Gene names,Protein names,Fasta headers
3.221630096,3.233001709,3.242090225,3.304639816,3.155160904,3.22751236,3.142690659,3.099514008,3.241998672,3.138959885,3.280389786,3.240566254,3.181913376,3.253709793,3.186231613,3.167013168,54,54.6,134.94,0,0,E9QKH8;O35927-2;O35927,Ctnnd2,Catenin delta-2,tr|E9QKH8|E9QKH8_MOUSE Catenin delta-2 OS=Mus musculus GN=Ctnnd2 PE=1 SV=1;sp|O35927-2|CTND2_MOUSE Isoform 2 of Catenin delta-2 OS=Mus musculus GN=Ctnnd2;sp|O35927|CTND2_MOUSE Catenin delta-2 OS=Mus musculus GN=Ctnnd2 PE=1 SV=1
-1.258073807,-1.352600098,-1.391269684,-1.395788193,-1.245384216,-1.190076828,-1.305305481,-1.272687912,-1.210071564,-1.069360733,-1.131875992,-1.327970505,-1.217088699,-1.244646072,-1.188238144,-1.182836533,9,16.5,82.044,0,0,E9QKI2;Q63959;D3YZV2;A0A140LHI4;A0A140LIW8;A0A140LHT3;Q63959-2;A0A140LHN2,Kcnc3,Potassium voltage-gated channel subfamily C member 3,tr|E9QKI2|E9QKI2_MOUSE Potassium voltage-gated channel subfamily C member 3 OS=Mus musculus GN=Kcnc3 PE=1 SV=1;sp|Q63959|KCNC3_MOUSE Potassium voltage-gated channel subfamily C member 3 OS=Mus musculus GN=Kcnc3 PE=1 SV=2;tr|D3YZV2|D3YZV2_MOUSE Potassium vo
-2.929172516,-2.913269043,-2.478216171,-2.8007164,-2.586545944,-2.774093628,-2.682338715,-2.814447403,-2.738630295,-2.933261871,-2.830221176,-2.785728455,-2.975248337,-2.986146927,-2.823644638,-2.794910431,2,0.7,286.21,0.0076377,0,E9QKK1;Q6RT24,Cenpe,Kinesin-like protein;Centromere-associated protein E,tr|E9QKK1|E9QKK1_MOUSE Centromere-associated protein E OS=Mus musculus GN=Cenpe PE=1 SV=1;sp|Q6RT24|CENPE_MOUSE Centromere-associated protein E OS=Mus musculus GN=Cenpe PE=1 SV=1
-5.20279789,-5.446619034,-5.3996315,-5.373204231,-5.665062904,-5.358984947,-5.503626823,-5.283596039,-5.192858696,-5.326497078,-5.530550003,-5.431920052,-5.655299187,-5.203210831,-5.57883358,-5.096307755,12,32.7,57.55,0,0,E9QKK4;Q8K3I9;A0A0R4J1Z9;Q8K3I9-3;Q8K3I9-2;A0A0R4J1Y9;E0CXI8,Glcci1,Glucocorticoid-induced transcript 1 protein,tr|E9QKK4|E9QKK4_MOUSE Glucocorticoid-induced transcript 1 protein OS=Mus musculus GN=Glcci1 PE=1 SV=1;sp|Q8K3I9|GLCI1_MOUSE Glucocorticoid-induced transcript 1 protein OS=Mus musculus GN=Glcci1 PE=1 SV=1;tr|A0A0R4J1Z9|A0A0R4J1Z9_MOUSE Glucocorticoid-induc
0,-0.003623962,0.254030228,-0.191249847,0.341533661,-0.108499527,0.500219345,0.603515625,-0.167554855,0.039758682,-0.139305115,-0.097032547,0.591514587,-0.1381073,0.599458694,-0.155090332,16,10.2,222.44,0,0,E9QKV6;A0A1D5RLD1;E9PWZ6;E9PZW8;Q9QY06-3;Q9QY06;Q9QY06-2;A0A1D5RLW4,Myo9b,Unconventional myosin-IXb,tr|E9QKV6|E9QKV6_MOUSE Unconventional myosin-IXb OS=Mus musculus GN=Myo9b PE=1 SV=1;tr|A0A1D5RLD1|A0A1D5RLD1_MOUSE Unconventional myosin-IXb OS=Mus musculus GN=Myo9b PE=1 SV=1;tr|E9PWZ6|E9PWZ6_MOUSE Unconventional myosin-IXb OS=Mus musculus GN=Myo9b PE=1 S
0.635864258,-0.012016296,0.047506332,0.030776978,-0.160768509,0.649448395,-0.313316345,-0.302364349,-0.099142075,-0.166376114,-0.457550049,-0.37245369,0.313167572,0.472185135,0.398015976,-0.204853058,5,3.9,166.85,0.0064858,0,E9QKY4;E9QLU9;Q80UZ0,Fgd5,"FYVE, RhoGEF and PH domain-containing protein 5","tr|E9QKY4|E9QKY4_MOUSE FYVE, RhoGEF and PH domain-containing protein 5 OS=Mus musculus GN=Fgd5 PE=1 SV=1;tr|E9QLU9|E9QLU9_MOUSE FYVE, RhoGEF and PH domain-containing protein 5 OS=Mus musculus GN=Fgd5 PE=1 SV=1;sp|Q80UZ0|FGD5_MOUSE FYVE, RhoGEF and PH domai"
1.941030502,1.962144852,1.869960785,1.999828339,1.848203659,2.010507584,1.873744965,1.882781982,1.952312469,1.864240646,2.036725998,1.983890533,1.890464783,1.948087692,1.821235657,1.852991104,18,21.5,115.95,0,0,E9QKZ2;Q91YE6;E0CXB2;F6TLX3;E0CY46;F6UT58,Ipo9,Importin-9,tr|E9QKZ2|E9QKZ2_MOUSE Importin-9 OS=Mus musculus GN=Ipo9 PE=1 SV=1;sp|Q91YE6|IPO9_MOUSE Importin-9 OS=Mus musculus GN=Ipo9 PE=1 SV=3;tr|E0CXB2|E0CXB2_MOUSE Importin-9 OS=Mus musculus GN=Ipo9 PE=1 SV=1
-0.361557007,-0.370130539,-0.429222107,-0.372579575,-0.360544205,-0.313867569,-0.378929138,-0.268781662,-0.270053864,-0.331497192,-0.09147644,-0.23046875,-0.189912796,-0.264583588,-0.290864944,-0.330186844,21,28.7,112.93,0,0,E9QL08;E9Q9Z4;Q9JJG0-3;A0A140LIQ6;E9Q8T1;Q9JJG0-2;Q9JJG0;A0A140LJA0;A0A140LI86;A0A140LIQ1;A0A140LIJ2;A0A140LJ29;Q9JJG0-4,Tacc2,Transforming acidic coiled-coil-containing protein 2,tr|E9QL08|E9QL08_MOUSE Transforming acidic coiled-coil-containing protein 2 OS=Mus musculus GN=Tacc2 PE=1 SV=1;tr|E9Q9Z4|E9Q9Z4_MOUSE Transforming acidic coiled-coil-containing protein 2 OS=Mus musculus GN=Tacc2 PE=1 SV=1;sp|Q9JJG0-3|TACC2_MOUSE Isoform 3
-4.981015205,-4.385513306,-5.168983459,-5.397295952,-4.625239372,-4.849524498,-4.128121376,-3.984199524,-5.16205883,-4.492448807,-5.42359066,-5.20065403,-3.717704773,-4.444009781,-4.026443481,-4.417732239,3,1.9,237.19,0.0070111,0,E9QL12;E9PXU9;A0A0N4SUJ2;E9Q423;A0A0N4SWH3;A0A0N4SWG7;A0A0N4SUN3;A0A0N4SVX9;A0A0N4SV63;Q9ESD7-3;Q9ESD7;Q9ESD7-2,Dysf,Dysferlin,tr|E9QL12|E9QL12_MOUSE Dysferlin OS=Mus musculus GN=Dysf PE=1 SV=1;tr|E9PXU9|E9PXU9_MOUSE Dysferlin OS=Mus musculus GN=Dysf PE=1 SV=1;tr|A0A0N4SUJ2|A0A0N4SUJ2_MOUSE Dysferlin OS=Mus musculus GN=Dysf PE=1 SV=1;tr|E9Q423|E9Q423_MOUSE Dysferlin OS=Mus musculu
4.456781387,4.5194664,4.451595306,4.440677643,4.46247673,4.482652664,4.464794159,4.43743515,4.492185593,4.450490952,4.46099472,4.485258102,4.477319717,4.457691193,4.480800629,4.41853714,81,36.5,235.36,0,0,E9QL53;P49025;D3YU89;P49025-5;P49025-3;P49025-4;P49025-2;H3BJ74,Cit,Citron Rho-interacting kinase,tr|E9QL53|E9QL53_MOUSE Citron Rho-interacting kinase OS=Mus musculus GN=Cit PE=1 SV=1;sp|P49025|CTRO_MOUSE Citron Rho-interacting kinase OS=Mus musculus GN=Cit PE=1 SV=3;tr|D3YU89|D3YU89_MOUSE Citron Rho-interacting kinase OS=Mus musculus GN=Cit PE=1 SV=1;
0.488492966,0.460296631,0.565132141,0.54501152,0.47439003,0.462032318,0.534870148,0.444561005,0.550823212,0.449848175,0.498426437,0.545057297,0.477235794,0.507844925,0.480752945,0.451770782,13,20.7,94.144,0,0,E9QL65;Q8CI04,Cog3,Conserved oligomeric Golgi complex subunit 3,tr|E9QL65|E9QL65_MOUSE Conserved oligomeric Golgi complex subunit 3 OS=Mus musculus GN=Cog3 PE=1 SV=1;sp|Q8CI04|COG3_MOUSE Conserved oligomeric Golgi complex subunit 3 OS=Mus musculus GN=Cog3 PE=1 SV=3
0.860113144,0.852817535,0.908002853,0.819761276,0.838346481,0.874340057,0.843322754,0.797922134,0.763786316,0.850370407,0.868801117,0.872756958,0.778186798,0.756341934,0.79101181,0.798242569,12,26.9,47,0,0,E9QL80;D3YUD1,Lpgat1,,tr|E9QL80|E9QL80_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus GN=Lpgat1 PE=1 SV=1
2.437931061,2.319084167,2.411821365,2.482780457,2.418718338,2.467071533,2.423765182,2.478303909,2.411964417,2.417495728,2.421159744,2.550006866,2.434099197,2.491931915,2.447628021,2.57119751,33,31.5,138.36,0,0,E9QLA5;Q0GNC1;Q0GNC1-3;A0A1Y7VM80,Inf2,Inverted formin-2,tr|E9QLA5|E9QLA5_MOUSE Inverted formin-2 OS=Mus musculus GN=Inf2 PE=1 SV=1;sp|Q0GNC1|INF2_MOUSE Inverted formin-2 OS=Mus musculus GN=Inf2 PE=1 SV=1;sp|Q0GNC1-3|INF2_MOUSE Isoform 2 of Inverted formin-2 OS=Mus musculus GN=Inf2;tr|A0A1Y7VM80|A0A1Y7VM80_MOUSE
0.459022522,0.391466141,0.473768234,0.412097931,0.436933517,0.416687012,0.419902802,0.374038696,0.364120483,0.341522217,0.446763992,0.38584137,0.24697876,0.343236923,0.281719208,0.338445663,10,56.1,26.34,0,0,E9QLB2;Q3UFF7,Lyplal1,Lysophospholipase-like protein 1,tr|E9QLB2|E9QLB2_MOUSE Lysophospholipase-like protein 1 OS=Mus musculus GN=Lyplal1 PE=1 SV=1;sp|Q3UFF7|LYPL1_MOUSE Lysophospholipase-like protein 1 OS=Mus musculus GN=Lyplal1 PE=1 SV=3
-3.311805725,-3.426761627,-3.537881851,-3.180437088,-3.323680878,-3.341650009,-3.115406036,-3.010349274,-3.165607452,-3.257091522,-3.140172958,-3.229627609,-3.059501648,-2.933351517,-3.093666077,-3.35518074,4,2.9,200.55,0,0,E9QLE4;Q8BXR5,Nalcn,Sodium leak channel non-selective protein,tr|E9QLE4|E9QLE4_MOUSE Sodium leak channel non-selective protein OS=Mus musculus GN=Nalcn PE=1 SV=1;sp|Q8BXR5|NALCN_MOUSE Sodium leak channel non-selective protein OS=Mus musculus GN=Nalcn PE=1 SV=2
2.47359848,2.498092651,2.403627396,2.541030884,2.368951797,2.530838013,2.376489639,2.397331238,2.550952911,2.347026825,2.538158417,2.549816132,2.474006653,2.443349838,2.47549057,2.452766418,22,36.7,87.547,0,0,E9QLH4;Q8C7M3-2;Q8C7M3-3;A0A1Y7VJX8;E9Q524;Q8C7M3-6;Q8C7M3-4,Trim9,E3 ubiquitin-protein ligase TRIM9,tr|E9QLH4|E9QLH4_MOUSE E3 ubiquitin-protein ligase TRIM9 OS=Mus musculus GN=Trim9 PE=1 SV=1;sp|Q8C7M3-2|TRIM9_MOUSE Isoform 2 of E3 ubiquitin-protein ligase TRIM9 OS=Mus musculus GN=Trim9;sp|Q8C7M3-3|TRIM9_MOUSE Isoform 3 of E3 ubiquitin-protein ligase TRI
-2.156364441,-2.041210175,-2.131155014,-1.954307556,-1.906742096,-2.062084198,-2.0154953,-1.963350296,-1.900354385,-1.974664688,-1.899253845,-1.896619797,-1.954092026,-1.910591125,-2.018415451,-1.923171997,9,8,147.94,0,0,E9QLH9;Q571I4,D8Ertd82e;Sgk223,Tyrosine-protein kinase SgK223,tr|E9QLH9|E9QLH9_MOUSE PEAK1-related kinase-activating pseudokinase 1 OS=Mus musculus GN=Prag1 PE=1 SV=1;sp|Q571I4|PRAG1_MOUSE Tyrosine-protein kinase PRAG1 OS=Mus musculus GN=PRAG1 PE=1 SV=2
-6.143901825,-8.47460556,-6.026396751,-6.035642624,-5.795933723,-6.73670578,-5.956641197,-6.288650513,-5.92173481,-5.861868858,-6.29550457,-6.321599007,-5.950375557,-6.721446037,-6.473359108,-5.861980438,6,9.7,93.853,0,0,E9QLK3;Q8C3R1;Q8C3R1-2;D6RE40,Brat1,BRCA1-associated ATM activator 1,tr|E9QLK3|E9QLK3_MOUSE BRCA1-associated ATM activator 1 OS=Mus musculus GN=Brat1 PE=1 SV=1;sp|Q8C3R1|BRAT1_MOUSE BRCA1-associated ATM activator 1 OS=Mus musculus GN=Brat1 PE=1 SV=1;sp|Q8C3R1-2|BRAT1_MOUSE Isoform 2 of BRCA1-associated ATM activator 1 OS=Mu
-6.315745354,-7.531972885,-6.250769615,-6.297535896,-6.399922371,-6.351984024,-5.923146248,-6.215247154,-6.566144943,-6.081935883,-6.255153656,-7.393724442,-6.497672081,-7.420465469,-5.986909866,-6.444925308,1,2.6,122.07,0.0013417,0,E9QLQ3;Q61409,Pde3b,"cGMP-inhibited 3,5-cyclic phosphodiesterase B","tr|E9QLQ3|E9QLQ3_MOUSE Phosphodiesterase OS=Mus musculus GN=Pde3b PE=1 SV=1;sp|Q61409|PDE3B_MOUSE cGMP-inhibited 3,5-cyclic phosphodiesterase B OS=Mus musculus GN=Pde3b PE=1 SV=2"
1.857686996,1.856552124,1.940515518,1.789352417,1.879985809,1.892690659,1.745355606,1.777866364,1.724611282,1.887144089,1.711605072,1.766021729,1.734315872,1.742959976,1.790960312,1.805805206,65,30,307.46,0,0,E9QLQ9;B2RUG9;Q61315-2;Q61315;Q61315-4;Q61315-3;Q8C493,Apc,Adenomatous polyposis coli protein,tr|E9QLQ9|E9QLQ9_MOUSE Adenomatous polyposis coli protein OS=Mus musculus GN=Apc PE=1 SV=1;tr|B2RUG9|B2RUG9_MOUSE Adenomatosis polyposis coli OS=Mus musculus GN=Apc PE=1 SV=1;sp|Q61315-2|APC_MOUSE Isoform 2 of Adenomatous polyposis coli protein OS=Mus musc
-0.405286789,-0.359272003,-0.450710297,-0.165811539,-0.311105728,-0.345516205,-0.256879807,-0.163677216,-0.255004883,-0.226297379,-0.151100159,-0.264087677,-0.202367783,-0.284137726,-0.105649948,-0.286523819,7,18.5,70.502,0,0,E9QLW0;Q14B80;A0A1W2P796;A0A1W2P7B9;A0A1W2P808;A0A1W2P8A0,Kcnc2,Potassium voltage-gated channel subfamily C member 2,"tr|E9QLW0|E9QLW0_MOUSE Potassium voltage gated channel, Shaw-related subfamily, member 2, isoform CRA_a OS=Mus musculus GN=Kcnc2 PE=1 SV=2;sp|Q14B80|KCNC2_MOUSE Potassium voltage-gated channel subfamily C member 2 OS=Mus musculus GN=Kcnc2 PE=1 SV=1;tr|A0A1"
-4.946817398,-4.625317574,-4.960820198,-4.879098892,-4.926696777,-4.572407722,-4.932935715,-4.690205574,-4.879711151,-4.705955505,-5.09159565,-4.924473763,-4.954931259,-5.096487045,-4.994967461,-4.809131622,2,3.5,61.771,0,0,E9QLZ0;Q8BMC3;P98083-3;P98083-2;P98083,Shc2;Shc1,SHC-transforming protein 2;SHC-transforming protein 1,tr|E9QLZ0|E9QLZ0_MOUSE MCG18215 OS=Mus musculus GN=Shc2 PE=1 SV=2;sp|Q8BMC3|SHC2_MOUSE SHC-transforming protein 2 OS=Mus musculus GN=Shc2 PE=1 SV=3;sp|P98083-3|SHC1_MOUSE Isoform p47Shc of SHC-transforming protein 1 OS=Mus musculus GN=Shc1;sp|P98083-2|SHC1
3.941432953,3.938238144,3.839584351,3.8038311,3.957746506,3.938858032,3.991615295,3.87641716,4.00019455,3.893692017,3.983163834,3.918272018,4.002904892,4.04391861,3.955383301,3.942352295,41,37.2,130.67,0,0,E9QM38;P55012;A2AQ52;A2AQ51;A2AQ50;P55014-2;P55014-4;P55014-3;P55014,Slc12a2,Solute carrier family 12 member 2,tr|E9QM38|E9QM38_MOUSE Solute carrier family 12 member 2 OS=Mus musculus GN=Slc12a2 PE=1 SV=1;sp|P55012|S12A2_MOUSE Solute carrier family 12 member 2 OS=Mus musculus GN=Slc12a2 PE=1 SV=2
-5.762962341,-6.083050728,-6.498476982,-6.197164536,-6.053177834,-5.23287487,-5.615906715,-5.649080276,-5.756483078,-5.976863861,-5.76388073,-6.317364693,-5.901325226,-5.843607903,-6.404359818,-5.625359535,3,2.6,130.81,0,0,E9QM61;P35689,Ercc5,DNA repair protein complementing XP-G cells homolog,tr|E9QM61|E9QM61_MOUSE DNA repair protein-complementing XP-G cells homolog OS=Mus musculus GN=Ercc5 PE=1 SV=1;sp|P35689|ERCC5_MOUSE DNA repair protein complementing XP-G cells homolog OS=Mus musculus GN=Ercc5 PE=1 SV=4
1.483953476,1.463691711,1.433992386,1.526947021,1.385259628,1.513580322,1.443992615,1.402462006,1.500375748,1.43520546,1.531555176,1.523265839,1.536735535,1.523708344,1.530715942,1.400289536,34,32.7,136.46,0,0,E9QM77;O70305;O70305-2;O70305-3;F7B6X4;F6V8M6,Atxn2,Ataxin-2,tr|E9QM77|E9QM77_MOUSE Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1;sp|O70305|ATX2_MOUSE Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1;sp|O70305-2|ATX2_MOUSE Isoform 2 of Ataxin-2 OS=Mus musculus GN=Atxn2;sp|O70305-3|ATX2_MOUSE Isoform 3 of Ataxin-2 OS=Mus mu
-4.692332268,-4.558790207,-4.777998924,-4.533017159,-4.311723709,-4.601256371,-4.312229156,-4.582509041,-4.631892204,-4.613196373,-4.627571106,-4.592735291,-4.74955368,-4.685973167,-4.566515923,-4.614122391,44,44.7,134.57,1,0,E9QM90;Q148V7;G3X9J4;Q148V7-3;A0A087WRM8,2310035C23Rik;Kiaa1468,LisH domain and HEAT repeat-containing protein KIAA1468,tr|E9QM90|E9QM90_MOUSE RIKEN cDNA 2310035C23 gene OS=Mus musculus GN=2310035C23Rik PE=1 SV=2;sp|Q148V7|K1468_MOUSE LisH domain and HEAT repeat-containing protein KIAA1468 OS=Mus musculus GN=Kiaa1468 PE=1 SV=1;tr|G3X9J4|G3X9J4_MOUSE RIKEN cDNA 2310035C23 ge
-2.486091614,-2.502773285,-2.581125259,-2.669912338,-2.336484909,-2.496461868,-2.400577545,-2.44682312,-2.467943192,-2.43029213,-2.376070023,-2.541484833,-2.409574509,-2.623785019,-2.315608978,-2.375032425,3,7.8,42.967,0.00034305,0,E9QMA2;Q3TNH5-3;Q3TNH5;Q3TNH5-2,Fam172a,Protein FAM172A,tr|E9QMA2|E9QMA2_MOUSE Protein FAM172A OS=Mus musculus GN=Fam172a PE=1 SV=1;sp|Q3TNH5-3|F172A_MOUSE Isoform 3 of Protein FAM172A OS=Mus musculus GN=Fam172a;sp|Q3TNH5|F172A_MOUSE Protein FAM172A OS=Mus musculus GN=Fam172a PE=1 SV=2
0.302556992,0.315574646,0.252864838,0.136619568,0.253854752,0.257577896,0.248939514,0.203231812,0.258113861,0.228281021,0.240655899,0.222681046,0.178565979,0.11555481,0.251070023,0.242197037,4,16.4,39.759,0,0,E9QMB7;Q8CES0,Naa30,N-alpha-acetyltransferase 30,tr|E9QMB7|E9QMB7_MOUSE N-alpha-acetyltransferase 30 OS=Mus musculus GN=Naa30 PE=1 SV=1;sp|Q8CES0|NAA30_MOUSE N-alpha-acetyltransferase 30 OS=Mus musculus GN=Naa30 PE=1 SV=2
3.817726135,3.812736511,3.721183777,3.760751724,3.874071121,3.952756882,3.822025299,3.792011261,3.799411774,3.7196064,3.792873383,3.822278976,3.745443344,3.68462944,3.707529068,3.77305603,44,40,128.27,0,0,E9QMC2;Q3UVX5-2;REV__A0A0J9YUN7;REV__P0DM65,Grm5,,tr|E9QMC2|E9QMC2_MOUSE Metabotropic glutamate receptor 5 OS=Mus musculus GN=Grm5 PE=1 SV=1
-4.65677166,-4.511376381,-4.586467743,-4.450601578,-4.372208595,-4.564948082,-4.527452469,-4.146074295,-4.808609009,-4.523199081,-4.230727196,-4.266470909,-4.649106979,-4.535017014,-4.559244156,-4.602161407,8,3.1,406.1,0,0,E9QMD3;Q61329,Zfhx3,Zinc finger homeobox protein 3,tr|E9QMD3|E9QMD3_MOUSE Zinc finger homeobox protein 3 OS=Mus musculus GN=Zfhx3 PE=1 SV=1;sp|Q61329|ZFHX3_MOUSE Zinc finger homeobox protein 3 OS=Mus musculus GN=Zfhx3 PE=1 SV=1
-0.693771362,-0.562437057,-0.57321167,-0.599473953,-0.512456894,-0.597723007,-0.499393463,-0.511142731,-0.574214935,-0.540714264,-0.600944519,-0.603139877,-0.601268768,-0.577260971,-0.515699387,-0.527429581,8,12.5,121.68,0,0,E9QME5;E9QP19;Q99PP7-2;Q99PP7;A0A0G2JGY5,Trim33,E3 ubiquitin-protein ligase TRIM33,tr|E9QME5|E9QME5_MOUSE E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus GN=Trim33 PE=1 SV=1;tr|E9QP19|E9QP19_MOUSE E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus GN=Trim33 PE=1 SV=1;sp|Q99PP7-2|TRI33_MOUSE Isoform Beta of E3 ubiquitin-protein ligase
-0.801139832,-0.697929382,-0.794132233,-0.595111847,-0.742195129,-0.601099014,-0.688829422,-0.609880447,-0.748521805,-0.594581604,-0.663015366,-0.705926895,-0.611099243,-0.700798035,-0.642601013,-0.735431671,14,7.3,253.03,0,0,E9QMF5;Q80TN7,Nav3,Neuron navigator 3,tr|E9QMF5|E9QMF5_MOUSE Neuron navigator 3 OS=Mus musculus GN=Nav3 PE=1 SV=1;sp|Q80TN7|NAV3_MOUSE Neuron navigator 3 OS=Mus musculus GN=Nav3 PE=1 SV=2
-1.278970718,-1.615413666,-1.854278564,-1.493873596,-1.804191589,-1.706237793,-1.856964111,-2.068792343,-1.329996109,-2.036090851,-1.348842621,-1.427715302,-1.589288712,-1.171621323,-1.868143082,-1.712291718,23,15.4,178.5,1,0,E9QMK2;Q62059-3,Vcan,Versican core protein,tr|E9QMK2|E9QMK2_MOUSE Versican core protein OS=Mus musculus GN=Vcan PE=1 SV=1;sp|Q62059-3|CSPG2_MOUSE Isoform V2 of Versican core protein OS=Mus musculus GN=Vcan
-0.547515869,-0.427759171,-0.640888214,-0.699573517,-0.47180748,-0.738786697,-0.369861603,-0.223791122,-0.615070343,-0.452255249,-0.59661293,-0.720897675,-0.465080261,-0.622472763,-0.391136169,-0.666679382,6,12.8,69.921,0,0,E9QMK9;Q8BH86-2;Q8BH86;F7CUW7,9030617O03Rik,"UPF0317 protein C14orf159 homolog, mitochondrial","tr|E9QMK9|E9QMK9_MOUSE RIKEN cDNA 9030617O03 gene OS=Mus musculus GN=9030617O03Rik PE=1 SV=1;sp|Q8BH86-2|GLUCM_MOUSE Isoform 2 of D-glutamate cyclase, mitochondrial OS=Mus musculus;sp|Q8BH86|GLUCM_MOUSE D-glutamate cyclase, mitochondrial OS=Mus musculus PE"
-1.003559113,-0.638061523,-1.132579803,-1.619581223,-0.71764183,-0.789087296,-0.792291641,-0.763063431,-0.913686752,-0.769041061,-0.918262482,-1.314487457,-0.834659576,-0.641113281,-0.715499878,-0.545507431,6,8.8,82.962,0,0,E9QMN8;Q9ES07;E9PYQ9;G3XA51;E9Q329,Slc15a2,Solute carrier family 15 member 2,tr|E9QMN8|E9QMN8_MOUSE Solute carrier family 15 member 2 OS=Mus musculus GN=Slc15a2 PE=1 SV=1;sp|Q9ES07|S15A2_MOUSE Solute carrier family 15 member 2 OS=Mus musculus GN=Slc15a2 PE=1 SV=1;tr|E9PYQ9|E9PYQ9_MOUSE Solute carrier family 15 member 2 OS=Mus muscu
2.379716873,2.363002777,2.32831955,2.349666595,2.383226395,2.433763504,2.383850098,2.378324509,2.356796265,2.348442078,2.269309998,2.348421097,2.338405609,2.257528305,2.371959686,2.38589859,34,48.3,86.355,0,0,E9QMP6;Q05512;F6ZS70;Q05512-2;Q3T9A3;F6ZEX4;F7CVZ7;F7CRG8,Mark2,Serine/threonine-protein kinase MARK2,tr|E9QMP6|E9QMP6_MOUSE Non-specific serine/threonine protein kinase OS=Mus musculus GN=Mark2 PE=1 SV=2;sp|Q05512|MARK2_MOUSE Serine/threonine-protein kinase MARK2 OS=Mus musculus GN=Mark2 PE=1 SV=3;tr|F6ZS70|F6ZS70_MOUSE Non-specific serine/threonine prote
2.447887421,2.437747955,2.353530884,2.42001152,2.472723007,2.492801666,2.450891495,2.395313263,2.496009827,2.465118408,2.443748474,2.455474854,2.4909935,2.495283127,2.55232048,2.565238953,50,30.6,234.91,0,0,E9QMR2,Dock9,,tr|E9QMR2|E9QMR2_MOUSE Dedicator of cytokinesis protein 9 OS=Mus musculus GN=Dock9 PE=1 SV=1
-0.308694839,-0.303581238,-0.255702972,-0.229206085,-0.250764847,-0.276878357,-0.177629471,-0.218137741,-0.300539017,-0.295999527,-0.216459274,-0.223257065,-0.204847336,-0.203277588,-0.204893112,-0.247749329,24,27.3,115.77,0,0,E9QMX4;Q8BLK9;Q8BLK9-3;Q8BLK9-2;Q8BLK9-4;E0CY13,Rps6kc1,Ribosomal protein S6 kinase delta-1,tr|E9QMX4|E9QMX4_MOUSE Ribosomal protein S6 kinase delta-1 OS=Mus musculus GN=Rps6kc1 PE=1 SV=1;sp|Q8BLK9|KS6C1_MOUSE Ribosomal protein S6 kinase delta-1 OS=Mus musculus GN=Rps6kc1 PE=1 SV=2;sp|Q8BLK9-3|KS6C1_MOUSE Isoform 3 of Ribosomal protein S6 kinase
2.323232651,2.317070007,1.706720352,1.935791016,2.052547455,2.256847382,1.986595154,2.016529083,2.215051651,1.839387894,1.988212585,1.989637375,2.17256546,2.009361267,1.958599091,1.951629639,2,2,123.35,0.0032956,0,E9QN12;E9QPE2;P05622,Pdgfrb,Platelet-derived growth factor receptor beta,tr|E9QN12|E9QN12_MOUSE Platelet-derived growth factor receptor beta OS=Mus musculus GN=Pdgfrb PE=1 SV=1;tr|E9QPE2|E9QPE2_MOUSE Platelet-derived growth factor receptor beta OS=Mus musculus GN=Pdgfrb PE=1 SV=1;sp|P05622|PGFRB_MOUSE Platelet-derived growth fa
3.871076584,3.828668594,3.745330811,3.839092255,3.750753403,3.846416473,3.778440475,3.675445557,3.83867836,3.679336548,3.804122925,3.801807404,3.818613052,3.836139679,3.794616699,3.719350815,54,52.3,121.72,0,0,E9QN14;F8VPQ4;Q812A2;F6QZR7;F7D9F7,Srgap3,SLIT-ROBO Rho GTPase-activating protein 3,tr|E9QN14|E9QN14_MOUSE SLIT-ROBO Rho GTPase-activating protein 3 OS=Mus musculus GN=Srgap3 PE=1 SV=1;tr|F8VPQ4|F8VPQ4_MOUSE SLIT-ROBO Rho GTPase-activating protein 3 OS=Mus musculus GN=Srgap3 PE=1 SV=1;sp|Q812A2|SRGP3_MOUSE SLIT-ROBO Rho GTPase-activating
0.404260635,0.558338165,0.386476517,0.614501953,0.446359634,0.553730011,0.575494766,0.513893127,0.530096054,0.529251099,0.523511887,0.389837265,0.528705597,0.469436646,0.505567551,0.394483566,15,7.4,202.44,0,0,E9QN70;P02469,Lamb1,Laminin subunit beta-1,tr|E9QN70|E9QN70_MOUSE Laminin subunit beta-1 OS=Mus musculus GN=Lamb1 PE=1 SV=1;sp|P02469|LAMB1_MOUSE Laminin subunit beta-1 OS=Mus musculus GN=Lamb1 PE=1 SV=3
